"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Excit","log2fold_change","Auc"
"966","ENSG00000128245","hurdle",0,0.181232,3.045991,2.864759,0.848
"2449","ENSG00000188191","hurdle",0,-0.1266605,2.6276377,2.7542982,0.846
"1399","ENSG00000146147","hurdle",0,-1.960012,3.069152,5.029164,0.843
"895","ENSG00000124785","hurdle",0,-1.755414,1.887362,3.642776,0.842
"623","ENSG00000110931","hurdle",0,-1.063217,2.184331,3.247548,0.842
"250","ENSG00000081189","hurdle",0,2.016749,4.714398,2.697649,0.841
"2389","ENSG00000185760","hurdle",0,1.885826,5.555112,3.669286,0.839
"1541","ENSG00000154096","hurdle",0,0.4803563,3.0962029,2.6158466,0.839
"252","ENSG00000081803","hurdle",0,0.09009666,4.55962172,4.46952506,0.839
"198","ENSG00000074590","hurdle",0,-0.4108302,2.8063901,3.2172203,0.838
"136","ENSG00000066248","hurdle",0,-1.613869,2.023746,3.637615,0.837
"1548","ENSG00000154277","hurdle",0,0.4113323,2.8289325,2.4176002,0.836
"1087","ENSG00000133019","hurdle",0,1.48382,4.728182,3.244362,0.836
"88","ENSG00000048540","hurdle",0,-0.04691087,2.98274159,3.02965246,0.836
"1905","ENSG00000168490","hurdle",0,-1.345768,1.750012,3.09578,0.835
"804","ENSG00000119125","hurdle",0,-1.529042,2.128745,3.657787,0.835
"2876","ENSG00000273032","hurdle",0,-0.5910767,2.6325974,3.2236741,0.834
"1089","ENSG00000133083","hurdle",0,2.125793,5.064278,2.938485,0.833
"2426","ENSG00000187094","hurdle",0,0.1861702,3.2398272,3.053657,0.831
"1775","ENSG00000164742","hurdle",0,0.2803418,2.9029728,2.622631,0.831
"1623","ENSG00000158445","hurdle",0,0.5099584,3.2779524,2.767994,0.831
"1621","ENSG00000158258","hurdle",0,0.2766199,4.3109887,4.0343688,0.831
"836","ENSG00000120899","hurdle",0,-1.64348,2.170809,3.814289,0.831
"1962","ENSG00000170027","hurdle",0,0.9551886,3.3089772,2.3537886,0.83
"1155","ENSG00000135750","hurdle",0,-0.8998795,2.3385323,3.2384118,0.829
"1441","ENSG00000149091","hurdle",0,-0.510527,2.208866,2.719393,0.828
"1949","ENSG00000169744","hurdle",0,1.315783,4.958319,3.642536,0.827
"786","ENSG00000117632","hurdle",0,0.5480694,3.0219224,2.473853,0.827
"193","ENSG00000074211","hurdle",0,0.4798659,3.5465298,3.0666639,0.827
"770","ENSG00000117152","hurdle",0,-0.7736809,2.2893693,3.0630502,0.826
"671","ENSG00000112186","hurdle",0,0.2295586,2.7360544,2.5064958,0.826
"2376","ENSG00000185274","hurdle",0,1.332049,4.290598,2.958549,0.825
"227","ENSG00000078328","hurdle",0,4.668858,7.446907,2.778049,0.825
"2505","ENSG00000196950","hurdle",0,0.425594,3.117734,2.69214,0.824
"1647","ENSG00000160145","hurdle",0,2.072659,5.482584,3.409925,0.824
"98","ENSG00000053108","hurdle",0,-0.3120214,3.9843668,4.2963882,0.824
"2308","ENSG00000183049","hurdle",0,1.111659,4.140004,3.028345,0.823
"1563","ENSG00000154917","hurdle",0,0.02377946,2.48560854,2.46182908,0.823
"919","ENSG00000125851","hurdle",0,0.2489515,3.3954399,3.1464884,0.823
"2679","ENSG00000225206","hurdle",0,-0.5915576,2.9405821,3.5321397,0.822
"2405","ENSG00000186260","hurdle",0,0.9137701,3.8116472,2.8978771,0.822
"2318","ENSG00000183454","hurdle",0,2.526432,4.985854,2.459422,0.822
"1953","ENSG00000169783","hurdle",0,-0.8664899,2.1226821,2.989172,0.822
"530","ENSG00000106123","hurdle",0,-0.9819824,1.88035,2.8623324,0.822
"1866","ENSG00000167281","hurdle",0,0.8329313,3.8194368,2.9865055,0.82
"1786","ENSG00000164951","hurdle",0,-1.583759,1.69703,3.280789,0.82
"1739","ENSG00000164061","hurdle",0,-0.3824367,2.2514631,2.6338998,0.82
"1371","ENSG00000145087","hurdle",0,2.429718,5.659467,3.229749,0.82
"2666","ENSG00000221946","hurdle",0,-1.770115,1.396571,3.166686,0.819
"2648","ENSG00000214548","hurdle",0,3.276838,6.11452,2.837682,0.819
"2534","ENSG00000198010","hurdle",0,2.220865,5.583987,3.363122,0.819
"2655","ENSG00000215196","hurdle",0,-0.5487715,2.8839004,3.4326719,0.818
"1185","ENSG00000136928","hurdle",0,1.874143,4.240375,2.366232,0.818
"557","ENSG00000107295","hurdle",0,0.9480918,3.8311777,2.8830859,0.818
"26","ENSG00000007237","hurdle",0,0.8074409,3.286953,2.4795121,0.818
"2550","ENSG00000198626","hurdle",0,2.449129,5.440189,2.99106,0.816
"1722","ENSG00000163536","hurdle",0,0.6571154,2.9993158,2.3422004,0.816
"1522","ENSG00000152931","hurdle",0,-2.426103,1.774253,4.200356,0.816
"1205","ENSG00000137642","hurdle",0,0.449266,3.12601,2.676744,0.816
"1060","ENSG00000131773","hurdle",0,0.8190927,4.4920583,3.6729656,0.816
"723","ENSG00000114948","hurdle",0,0.9615249,3.8058418,2.8443169,0.816
"424","ENSG00000102471","hurdle",0,-0.631831,2.301169,2.933,0.816
"285","ENSG00000088986","hurdle",0,-0.2460187,2.1689219,2.4149406,0.816
"18","ENSG00000006116","hurdle",0,-0.5695322,2.7144922,3.2840244,0.816
"1104","ENSG00000133816","hurdle",0,0.1244695,3.0527203,2.9282508,0.814
"1118","ENSG00000134343","hurdle",0,-1.549719,2.485712,4.035431,0.812
"1095","ENSG00000133169","hurdle",0,0.01559274,2.51797005,2.50237731,0.812
"2703","ENSG00000229618","hurdle",0,-1.299351,3.902919,5.20227,0.811
"2352","ENSG00000184672","hurdle",0,3.349528,5.98204,2.632512,0.81
"1474","ENSG00000150995","hurdle",0,0.5907512,3.2007872,2.610036,0.81
"1169","ENSG00000136267","hurdle",0,1.112397,4.603593,3.491196,0.81
"2728","ENSG00000234423","hurdle",0,-0.7667592,3.2750778,4.041837,0.809
"2330","ENSG00000183780","hurdle",0,0.383463,3.929664,3.546201,0.809
"2892","ENSG00000283154","hurdle",0,1.91881,5.634354,3.715544,0.808
"2293","ENSG00000182674","hurdle",0,0.2688443,3.6955417,3.4266974,0.808
"540","ENSG00000106617","hurdle",0,-0.1123441,3.1594058,3.2717499,0.808
"291","ENSG00000089169","hurdle",0,0.278576,2.606777,2.328201,0.808
"53","ENSG00000022355","hurdle",0,0.6167368,2.8962788,2.279542,0.808
"2744","ENSG00000237720","hurdle",0,-2.239899,1.91027,4.150169,0.807
"2035","ENSG00000172260","hurdle",0,3.024169,5.810295,2.786126,0.807
"1325","ENSG00000143473","hurdle",0,0.7659692,4.3160483,3.5500791,0.807
"529","ENSG00000106089","hurdle",0,-2.008543,1.199995,3.208538,0.807
"320","ENSG00000099308","hurdle",0,-1.31141,1.596871,2.908281,0.806
"616","ENSG00000110427","hurdle",0,1.336389,3.714758,2.378369,0.805
"146","ENSG00000067715","hurdle",0,5.035327,6.827589,1.792262,0.805
"2208","ENSG00000178980","hurdle",0,0.2110049,2.457362,2.2463571,0.804
"1857","ENSG00000166913","hurdle",0,0.8790335,3.1364438,2.2574103,0.804
"1462","ENSG00000149970","hurdle",0,1.256285,3.982676,2.726391,0.804
"68","ENSG00000034510","hurdle",0,-0.106932,2.283075,2.390007,0.804
"2536","ENSG00000198053","hurdle",0,-0.7474154,1.8361972,2.5836126,0.803
"2427","ENSG00000187122","hurdle",0,-0.934496,2.245368,3.179864,0.803
"1599","ENSG00000157087","hurdle",0,2.088142,4.233677,2.145535,0.803
"2658","ENSG00000216863","hurdle",0,-2.461079,2.610962,5.072041,0.802
"2075","ENSG00000173611","hurdle",0,0.6200636,3.3614028,2.7413392,0.802
"512","ENSG00000105696","hurdle",0,-0.1617334,2.0547996,2.216533,0.802
"160","ENSG00000069424","hurdle",0,-0.6541184,1.8323649,2.4864833,0.802
"2902","ENSG00000286214","hurdle",0,0.188733,2.559184,2.370451,0.801
"2845","ENSG00000260032","hurdle",0,0.68163,2.858187,2.176557,0.801
"2138","ENSG00000175866","hurdle",0,-1.408904,1.566525,2.975429,0.801
"1850","ENSG00000166681","hurdle",0,0.1261418,2.4480035,2.3218617,0.801
"1495","ENSG00000151952","hurdle",0,1.232224,4.366811,3.134587,0.801
"708","ENSG00000114279","hurdle",0,3.146216,5.269591,2.123375,0.801
"645","ENSG00000111674","hurdle",0,0.0370846,2.2312322,2.1941476,0.801
"407","ENSG00000102003","hurdle",0,0.3603471,2.4671336,2.1067865,0.801
"2024","ENSG00000171867","hurdle",0,0.5992645,2.7923646,2.1931001,0.8
"1517","ENSG00000152583","hurdle",0,2.096717,3.872063,1.775346,0.8
"1053","ENSG00000131378","hurdle",0,-1.552525,2.138366,3.690891,0.8
"669","ENSG00000112137","hurdle",0,2.568312,5.899513,3.331201,0.8
"431","ENSG00000103034","hurdle",0,0.188933,2.354448,2.165515,0.8
"2415","ENSG00000186487","hurdle",0,2.27245,4.479343,2.206893,0.799
"1683","ENSG00000162374","hurdle",0,0.1961952,2.762853,2.5666578,0.799
"1579","ENSG00000155980","hurdle",0,0.06590487,2.15857832,2.09267345,0.799
"1540","ENSG00000154027","hurdle",0,1.124955,3.772103,2.647148,0.799
"1392","ENSG00000145864","hurdle",0,2.25255,4.241529,1.988979,0.799
"797","ENSG00000118733","hurdle",0,1.481928,4.045484,2.563556,0.799
"2685","ENSG00000225783","hurdle",0,1.16983,3.755656,2.585826,0.798
"2350","ENSG00000184611","hurdle",0,0.9525991,4.3415796,3.3889805,0.798
"2323","ENSG00000183662","hurdle",0,0.1005543,4.6770027,4.5764484,0.798
"2003","ENSG00000171385","hurdle",0,0.1005118,2.7161834,2.6156716,0.798
"1603","ENSG00000157216","hurdle",0,-0.3056386,2.3763416,2.6819802,0.798
"1373","ENSG00000145242","hurdle",0,-0.2800539,2.8794344,3.1594883,0.798
"1167","ENSG00000136237","hurdle",0,1.281697,4.296132,3.014435,0.798
"2791","ENSG00000248994","hurdle",0,-1.288506,2.314137,3.602643,0.797
"2467","ENSG00000189241","hurdle",0,-0.108701,2.178704,2.287405,0.797
"2417","ENSG00000186642","hurdle",0,-1.446067,1.427621,2.873688,0.797
"1831","ENSG00000166206","hurdle",0,1.957435,4.308925,2.35149,0.797
"164","ENSG00000070087","hurdle",0,-1.134008,1.518558,2.652566,0.797
"1145","ENSG00000135426","hurdle",0,-2.282747,2.288929,4.571676,0.796
"400","ENSG00000101638","hurdle",0,-0.3724259,2.3262934,2.6987193,0.796
"2748","ENSG00000239498","hurdle",0,-2.275885,3.30484,5.580725,0.795
"2337","ENSG00000184156","hurdle",0,1.86165,4.464724,2.603074,0.795
"1787","ENSG00000165023","hurdle",0,-0.4082258,2.2981928,2.7064186,0.795
"1767","ENSG00000164588","hurdle",0,1.631959,3.943239,2.31128,0.795
"2680","ENSG00000225465","hurdle",0,-0.8599369,1.6573912,2.5173281,0.794
"2674","ENSG00000224271","hurdle",0,-2.035958,3.804619,5.840577,0.794
"2403","ENSG00000186094","hurdle",0,2.547754,5.384355,2.836601,0.794
"1513","ENSG00000152413","hurdle",0,0.3080834,3.1462441,2.8381607,0.794
"1423","ENSG00000147676","hurdle",0,-2.273237,1.096378,3.369615,0.794
"1068","ENSG00000132359","hurdle",0,-0.2040221,2.6072259,2.811248,0.794
"466","ENSG00000104722","hurdle",0,-0.8775062,2.2204418,3.097948,0.794
"230","ENSG00000078902","hurdle",0,-1.140226,1.450866,2.591092,0.794
"180","ENSG00000072201","hurdle",0,-0.6673104,2.4551474,3.1224578,0.794
"2413","ENSG00000186472","hurdle",0,2.209168,4.332054,2.122886,0.793
"2126","ENSG00000175471","hurdle",0,0.8721242,3.8846411,3.0125169,0.793
"2078","ENSG00000173726","hurdle",0,0.1635899,2.3428717,2.1792818,0.793
"1717","ENSG00000163399","hurdle",0,0.517687,2.668786,2.151099,0.793
"586","ENSG00000108684","hurdle",0,1.510778,4.446967,2.936189,0.793
"2736","ENSG00000236451","hurdle",0,-2.470652,2.856975,5.327627,0.792
"1477","ENSG00000151090","hurdle",0,1.60445,4.37382,2.76937,0.792
"1264","ENSG00000140538","hurdle",0,1.489304,4.032693,2.543389,0.792
"1347","ENSG00000144331","hurdle",0,1.403807,4.253523,2.849716,0.791
"915","ENSG00000125814","hurdle",0,0.1245114,2.3329915,2.2084801,0.791
"1606","ENSG00000157470","hurdle",0,-0.8159235,1.9190765,2.735,0.79
"1246","ENSG00000139364","hurdle",0,1.909251,4.341975,2.432724,0.79
"2786","ENSG00000248455","hurdle",0,-2.820474,1.646938,4.467412,0.789
"2662","ENSG00000220205","hurdle",0,1.038022,3.075126,2.037104,0.789
"1828","ENSG00000166165","hurdle",0,0.6074286,2.6166053,2.0091767,0.789
"1690","ENSG00000162545","hurdle",0,0.8911318,2.9431022,2.0519704,0.789
"746","ENSG00000116106","hurdle",0,0.7362486,3.1325965,2.3963479,0.789
"1365","ENSG00000144834","hurdle",0,-0.5899095,1.7394448,2.3293543,0.788
"824","ENSG00000120265","hurdle",0,-0.510397,1.817841,2.328238,0.788
"2727","ENSG00000233928","hurdle",0,-1.14839,2.60077,3.74916,0.787
"2696","ENSG00000228566","hurdle",0,-1.049466,4.135055,5.184521,0.787
"2240","ENSG00000180354","hurdle",0,0.02861565,2.09110677,2.06249112,0.787
"1799","ENSG00000165434","hurdle",0,0.2977334,2.5332499,2.2355165,0.787
"92","ENSG00000049759","hurdle",0,0.7361665,3.245001,2.5088345,0.787
"2790","ENSG00000248905","hurdle",0,0.9654067,3.9242657,2.958859,0.786
"1582","ENSG00000156113","hurdle",0,2.775914,5.228331,2.452417,0.786
"1290","ENSG00000141668","hurdle",0,-1.83501,3.104354,4.939364,0.786
"1154","ENSG00000135643","hurdle",0,-0.6515374,2.0945965,2.7461339,0.786
"551","ENSG00000107130","hurdle",0,-0.3637744,1.7243714,2.0881458,0.786
"89","ENSG00000048991","hurdle",0,2.287912,4.970879,2.682967,0.786
"2710","ENSG00000231533","hurdle",0,-1.130509,2.281652,3.412161,0.785
"2537","ENSG00000198108","hurdle",0,0.9649162,3.8590089,2.8940927,0.785
"2279","ENSG00000182256","hurdle",0,1.540317,3.881673,2.341356,0.784
"1663","ENSG00000160963","hurdle",0,-1.428654,2.047151,3.475805,0.784
"1024","ENSG00000130540","hurdle",0,-0.5275163,1.7172617,2.244778,0.784
"561","ENSG00000107518","hurdle",0,3.284973,5.612797,2.327824,0.784
"2324","ENSG00000183715","hurdle",0,4.207823,6.45658,2.248757,0.783
"1084","ENSG00000132938","hurdle",0,1.688143,4.075188,2.387045,0.783
"909","ENSG00000125675","hurdle",0,1.667118,3.926593,2.259475,0.783
"1752","ENSG00000164236","hurdle",0,-1.084043,2.054758,3.138801,0.781
"1630","ENSG00000158856","hurdle",0,-1.032204,1.299669,2.331873,0.781
"1598","ENSG00000157064","hurdle",0,1.155613,3.128526,1.972913,0.781
"1433","ENSG00000148408","hurdle",0,1.677077,3.991707,2.31463,0.781
"863","ENSG00000122966","hurdle",0,0.3368188,2.6926478,2.355829,0.781
"2199","ENSG00000178531","hurdle",0,-1.775569,1.06881,2.844379,0.78
"1395","ENSG00000145934","hurdle",0,2.932328,5.314128,2.3818,0.78
"2311","ENSG00000183117","hurdle",0,4.636981,7.052236,2.415255,0.779
"1940","ENSG00000169567","hurdle",0,-0.617698,1.6537,2.271398,0.779
"46","ENSG00000014641","hurdle",0,-0.04014334,1.88475016,1.9248935,0.779
"2390","ENSG00000185774","hurdle",0,5.950836,8.074436,2.1236,0.778
"1515","ENSG00000152495","hurdle",0,0.8159878,3.140637,2.3246492,0.778
"1207","ENSG00000137726","hurdle",0,0.2384761,2.0543516,1.8158755,0.778
"1199","ENSG00000137267","hurdle",0,-0.4459922,2.1790248,2.625017,0.778
"1093","ENSG00000133134","hurdle",0,-0.4515938,1.8330669,2.2846607,0.778
"871","ENSG00000123240","hurdle",0,-0.8380884,1.6562847,2.4943731,0.778
"1394","ENSG00000145920","hurdle",0,-0.6275977,1.6668724,2.2944701,0.777
"539","ENSG00000106536","hurdle",0,-0.4371982,3.7035984,4.1407966,0.777
"474","ENSG00000104904","hurdle",0,-0.4235564,1.720424,2.1439804,0.777
"118","ENSG00000063180","hurdle",0,-1.260159,1.162453,2.422612,0.777
"2539","ENSG00000198216","hurdle",0,0.8464355,3.1652517,2.3188162,0.776
"1779","ENSG00000164830","hurdle",0,2.837217,5.084209,2.246992,0.776
"1253","ENSG00000139973","hurdle",0,1.290821,3.386248,2.095427,0.776
"768","ENSG00000117114","hurdle",0,1.474645,4.021651,2.547006,0.776
"703","ENSG00000113805","hurdle",0,-0.1194598,3.0249119,3.1443717,0.776
"240","ENSG00000079841","hurdle",0,2.045433,4.399193,2.35376,0.776
"229","ENSG00000078725","hurdle",0,0.5213453,3.0802298,2.5588845,0.776
"214","ENSG00000076554","hurdle",0,-0.2687475,2.0181581,2.2869056,0.776
"2656","ENSG00000215218","hurdle",0,-1.294422,1.31033,2.604752,0.775
"2296","ENSG00000182768","hurdle",0,-0.4957915,1.6751086,2.1709001,0.775
"1802","ENSG00000165495","hurdle",0,0.2622438,2.8072544,2.5450106,0.775
"1785","ENSG00000164929","hurdle",0,-0.2930688,1.9843878,2.2774566,0.775
"1346","ENSG00000144290","hurdle",0,2.255103,4.271231,2.016128,0.775
"2160","ENSG00000176884","hurdle",0,1.034598,2.582507,1.547909,0.774
"1891","ENSG00000167996","hurdle",0,1.46678,3.228785,1.762005,0.774
"832","ENSG00000120694","hurdle",0,0.682028,2.537633,1.855605,0.774
"622","ENSG00000110841","hurdle",0,0.1128778,2.73051,2.6176322,0.774
"2682","ENSG00000225689","hurdle",0,1.061612,3.894274,2.832662,0.773
"2663","ENSG00000221866","hurdle",0,1.16015,3.278078,2.117928,0.773
"2458","ENSG00000188580","hurdle",0,3.05714,5.79422,2.73708,0.773
"1833","ENSG00000166257","hurdle",0,0.1455234,2.2025122,2.0569888,0.773
"1391","ENSG00000145819","hurdle",0,1.855564,4.502669,2.647105,0.773
"835","ENSG00000120885","hurdle",0,1.317485,3.115568,1.798083,0.773
"323","ENSG00000099365","hurdle",0,-0.7736029,1.3985131,2.172116,0.773
"2396","ENSG00000185883","hurdle",0,0.6038325,2.4255237,1.8216912,0.772
"1597","ENSG00000156976","hurdle",0,0.08662248,2.06511972,1.97849724,0.772
"1122","ENSG00000134504","hurdle",0,0.1610228,3.1046984,2.9436756,0.772
"2877","ENSG00000273079","hurdle",0,2.777232,4.511344,1.734112,0.771
"2618","ENSG00000204677","hurdle",0,-0.098803,2.50036,2.599163,0.771
"2419","ENSG00000186732","hurdle",0,-0.7396281,1.5473542,2.2869823,0.771
"1958","ENSG00000169933","hurdle",0,3.111889,5.32914,2.217251,0.771
"1220","ENSG00000138311","hurdle",0,-0.6031479,1.8664946,2.4696425,0.771
"348","ENSG00000100167","hurdle",0,-0.8659081,1.347597,2.2135051,0.771
"212","ENSG00000076356","hurdle",0,0.04147774,2.59863977,2.55716203,0.771
"1898","ENSG00000168234","hurdle",0,-0.7513248,1.9885115,2.7398363,0.77
"1860","ENSG00000166963","hurdle",0,0.2324337,2.0261039,1.7936702,0.77
"1569","ENSG00000155093","hurdle",0,2.509162,4.568004,2.058842,0.77
"898","ENSG00000125249","hurdle",0,-1.118974,1.371168,2.490142,0.77
"767","ENSG00000117069","hurdle",0,1.218788,4.036784,2.817996,0.77
"439","ENSG00000103316","hurdle",0,-2.228314,1.175076,3.40339,0.77
"2144","ENSG00000176171","hurdle",0,-0.7979736,1.6185847,2.4165583,0.769
"1614","ENSG00000157680","hurdle",0,2.00995,4.375284,2.365334,0.769
"1292","ENSG00000141837","hurdle",0,1.875921,3.925158,2.049237,0.769
"2343","ENSG00000184349","hurdle",0,1.827085,4.265032,2.437947,0.768
"1723","ENSG00000163590","hurdle",0,1.602785,3.920914,2.318129,0.768
"2740","ENSG00000237187","hurdle",0,0.9628824,3.2987549,2.3358725,0.767
"2692","ENSG00000227906","hurdle",0,0.1632642,2.8369389,2.6736747,0.767
"2005","ENSG00000171435","hurdle",0,1.408315,3.579262,2.170947,0.767
"672","ENSG00000112232","hurdle",0,2.83168,5.192627,2.360947,0.767
"147","ENSG00000067798","hurdle",0,3.005665,5.607124,2.601459,0.767
"144","ENSG00000067225","hurdle",0,0.2836796,2.0546876,1.771008,0.767
"139","ENSG00000067057","hurdle",0,-0.9485081,1.4241798,2.3726879,0.767
"2528","ENSG00000197860","hurdle",0,-0.7570934,1.6045407,2.3616341,0.766
"2438","ENSG00000187672","hurdle",0,2.763847,4.989838,2.225991,0.766
"1797","ENSG00000165379","hurdle",0,2.277707,4.549024,2.271317,0.766
"1771","ENSG00000164619","hurdle",0,0.2055581,2.960778,2.7552199,0.766
"1383","ENSG00000145526","hurdle",0,2.528046,4.605374,2.077328,0.766
"1115","ENSG00000134287","hurdle",0,-0.7517855,1.3522282,2.1040137,0.766
"717","ENSG00000114757","hurdle",0,2.086103,4.616954,2.530851,0.766
"462","ENSG00000104490","hurdle",0,1.836437,3.853854,2.017417,0.766
"456","ENSG00000104361","hurdle",0,-0.5508408,2.1580312,2.708872,0.766
"423","ENSG00000102468","hurdle",0,-0.5025589,2.2094945,2.7120534,0.766
"398","ENSG00000101489","hurdle",0,1.77047,3.596796,1.826326,0.766
"194","ENSG00000074317","hurdle",0,-0.2968171,1.6839134,1.9807305,0.766
"1858","ENSG00000166922","hurdle",0,-0.1566415,1.8161406,1.9727821,0.765
"1197","ENSG00000137261","hurdle",0,-0.421051,2.209909,2.63096,0.765
"728","ENSG00000115252","hurdle",0,1.236817,4.055745,2.818928,0.765
"183","ENSG00000072657","hurdle",0,0.0247211,3.0104,2.9856789,0.765
"2752","ENSG00000240694","hurdle",0,0.0740284,1.9103624,1.836334,0.764
"2002","ENSG00000171368","hurdle",0,-0.4773273,1.601746,2.0790733,0.764
"1250","ENSG00000139767","hurdle",0,1.59201,3.358724,1.766714,0.764
"1174","ENSG00000136535","hurdle",0,-2.6864538,0.6154357,3.3018895,0.764
"845","ENSG00000121753","hurdle",0,-1.4624352,0.9532795,2.4157147,0.764
"700","ENSG00000113558","hurdle",0,-0.01998291,1.83925574,1.85923865,0.764
"2369","ENSG00000185070","hurdle",0,1.540819,3.886541,2.345722,0.763
"2300","ENSG00000182901","hurdle",0,3.108345,5.474731,2.366386,0.763
"1415","ENSG00000147416","hurdle",0,-0.2185929,1.7856159,2.0042088,0.763
"680","ENSG00000112541","hurdle",0,1.867773,4.412616,2.544843,0.763
"113","ENSG00000059915","hurdle",0,-1.2555789,0.9106702,2.1662491,0.763
"109","ENSG00000058091","hurdle",0,2.010844,4.073359,2.062515,0.763
"36","ENSG00000008441","hurdle",0,0.2617494,2.28906,2.0273106,0.763
"2581","ENSG00000198947","hurdle",0,2.341438,5.058746,2.717308,0.762
"2084","ENSG00000174145","hurdle",0,-1.011923,2.486958,3.498881,0.762
"1605","ENSG00000157445","hurdle",0,2.316215,4.912667,2.596452,0.762
"1222","ENSG00000138411","hurdle",0,1.319131,3.724487,2.405356,0.762
"1839","ENSG00000166342","hurdle",0,0.652017,2.814944,2.162927,0.761
"491","ENSG00000105339","hurdle",0,-1.702215,1.424743,3.126958,0.761
"420","ENSG00000102409","hurdle",0,-0.3731935,1.7065756,2.0797691,0.761
"199","ENSG00000074706","hurdle",0,0.1614714,2.3191795,2.1577081,0.761
"2898","ENSG00000285939","hurdle",0,-1.69777,3.229138,4.926908,0.76
"2812","ENSG00000253553","hurdle",0,-0.01163836,2.84469057,2.85632893,0.76
"2283","ENSG00000182389","hurdle",0,2.142755,4.010126,1.867371,0.76
"2150","ENSG00000176406","hurdle",0,3.429647,5.301191,1.871544,0.76
"1635","ENSG00000159335","hurdle",0,-1.178624,1.053818,2.232442,0.76
"799","ENSG00000118971","hurdle",0,-0.6550516,1.4141773,2.0692289,0.76
"2226","ENSG00000179456","hurdle",0,-1.165472,1.31176,2.477232,0.759
"1642","ENSG00000159842","hurdle",0,0.5955273,2.3785239,1.7829966,0.759
"2665","ENSG00000221890","hurdle",0,-0.8375179,1.4931466,2.3306645,0.758
"522","ENSG00000105887","hurdle",0,-0.4542778,1.6741613,2.1284391,0.758
"2050","ENSG00000172575","hurdle",0,-1.793319,1.328806,3.122125,0.757
"2028","ENSG00000171992","hurdle",0,-2.1404468,0.6297129,2.7701597,0.757
"1581","ENSG00000156103","hurdle",0,1.357043,3.468811,2.111768,0.757
"1446","ENSG00000149256","hurdle",0,1.305912,3.89057,2.584658,0.757
"917","ENSG00000125827","hurdle",0,-0.3190581,1.8425348,2.1615929,0.757
"593","ENSG00000108924","hurdle",0,-0.3490048,1.7067181,2.0557229,0.757
"359","ENSG00000100321","hurdle",0,-0.556329,1.441026,1.997355,0.757
"226","ENSG00000078295","hurdle",0,1.428988,3.411722,1.982734,0.757
"2893","ENSG00000283674","hurdle",0,0.2968057,3.0188693,2.7220636,0.756
"2341","ENSG00000184305","hurdle",0,3.460438,5.51445,2.054012,0.756
"2123","ENSG00000175426","hurdle",0,-2.296123,1.07815,3.374273,0.756
"2054","ENSG00000172757","hurdle",0,-0.2925661,1.7291854,2.0217515,0.756
"1538","ENSG00000153956","hurdle",0,1.717904,3.9538,2.235896,0.756
"1482","ENSG00000151468","hurdle",0,-0.4320213,2.1778044,2.6098257,0.756
"812","ENSG00000119771","hurdle",0,0.1866911,2.5403048,2.3536137,0.756
"2237","ENSG00000180155","hurdle",0,-1.447807,1.030835,2.478642,0.755
"1924","ENSG00000169064","hurdle",0,-2.213011,1.639808,3.852819,0.755
"1796","ENSG00000165323","hurdle",0,2.201604,4.110824,1.90922,0.755
